id,date,type,severity,affectedIndustry,country,lat,lng,responseTime,dataBreached,mitigationStrategy,financialImpact,org
212,2023-12-30,Phishing,Medium,Telecommunications,India,20.5937,78.9629,51 hours,"512,291 records",AI-based Detection,$11.72M,Insider
213,2017-11-02,Phishing,Medium,Telecommunications,UK,55.3781,-3.436,9 hours,"416,833 records",VPN,$27.08M,Insider
214,2015-01-20,Ransomware,Medium,Government,UK,55.3781,-3.436,43 hours,"744,505 records",Antivirus,$30.74M,Nation-state
215,2020-07-19,Malware,Critical,Banking,Brazil,-14.235,-51.9253,27 hours,"755,029 records",Firewall,$79.61M,Nation-state
216,2017-11-04,Malware,Critical,Banking,Brazil,-14.235,-51.9253,21 hours,"660,182 records",AI-based Detection,$99.22M,Insider
217,2016-10-22,Ransomware,Medium,Retail,India,20.5937,78.9629,26 hours,"403,737 records",Firewall,$29.48M,Insider
218,2019-07-24,DDoS,Low,Retail,China,35.8617,104.1954,12 hours,"86,783 records",Antivirus,$7.87M,Nation-state
219,2022-10-22,DDoS,Critical,Telecommunications,Australia,-25.2744,133.7751,72 hours,"390,083 records",VPN,$86.77M,Nation-state
220,2023-11-08,Man-in-the-Middle,Medium,Banking,Brazil,-14.235,-51.9253,43 hours,"376,174 records",Firewall,$20.15M,Unknown
221,2022-07-31,Ransomware,Medium,Government,UK,55.3781,-3.436,61 hours,"485,080 records",Antivirus,$31.94M,Insider
222,2024-10-24,Ransomware,Critical,Banking,France,46.2276,2.2137,47 hours,"759,804 records",AI-based Detection,$78.82M,Unknown
223,2017-03-23,Phishing,High,IT,Japan,36.2048,138.2529,57 hours,"286,208 records",Firewall,$65.62M,Hacker Group
224,2017-07-13,Malware,Critical,IT,USA,38.9637,-95.7129,33 hours,"992,377 records",Antivirus,$75.53M,Nation-state
225,2021-02-11,Man-in-the-Middle,Medium,Education,USA,38.9637,-95.7129,58 hours,"48,987 records",VPN,$36.06M,Unknown
226,2021-10-05,SQL Injection,High,Telecommunications,Russia,61.524,105.3188,19 hours,"538,602 records",VPN,$68.07M,Insider
227,2015-05-10,Malware,Medium,Healthcare,Japan,36.2048,138.2529,4 hours,"808,392 records",AI-based Detection,$26.29M,Hacker Group
228,2015-01-17,Ransomware,Medium,IT,UK,55.3781,-3.436,14 hours,"21,580 records",AI-based Detection,$26.12M,Unknown
229,2020-03-16,Phishing,Critical,Government,France,46.2276,2.2137,11 hours,"209,658 records",VPN,$94.44M,Insider
230,2017-12-27,Man-in-the-Middle,High,Retail,Japan,36.2048,138.2529,10 hours,"559,889 records",VPN,$74.12M,Nation-state
231,2015-09-13,SQL Injection,Medium,Government,France,46.2276,2.2137,28 hours,"344,516 records",VPN,$12.92M,Insider
232,2024-04-05,Phishing,High,Retail,Australia,-25.2744,133.7751,66 hours,"897,569 records",AI-based Detection,$73.43M,Hacker Group
233,2023-12-09,SQL Injection,Critical,Healthcare,Australia,-25.2744,133.7751,36 hours,"538,688 records",Encryption,$99.19M,Nation-state
234,2015-09-29,DDoS,Medium,Government,China,35.8617,104.1954,2 hours,"303,975 records",Firewall,$22.71M,Nation-state
235,2022-06-05,SQL Injection,High,Telecommunications,Japan,36.2048,138.2529,60 hours,"822,256 records",Firewall,$67.62M,Insider
236,2019-04-20,Man-in-the-Middle,High,Healthcare,Russia,61.524,105.3188,66 hours,"521,877 records",Encryption,$53.82M,Unknown
237,2016-03-13,SQL Injection,High,Education,Brazil,-14.235,-51.9253,44 hours,"758,258 records",Encryption,$55.83M,Unknown
238,2016-09-08,DDoS,Medium,IT,Brazil,-14.235,-51.9253,26 hours,"988,369 records",AI-based Detection,$17.12M,Hacker Group
239,2022-09-01,Malware,High,Healthcare,France,46.2276,2.2137,69 hours,"325,521 records",VPN,$67.89M,Hacker Group
240,2021-01-01,Ransomware,Low,IT,Germany,51.1657,10.4515,41 hours,"254,933 records",AI-based Detection,$5.54M,Nation-state
241,2023-06-06,DDoS,High,Government,UK,55.3781,-3.436,26 hours,"339,144 records",VPN,$55.28M,Hacker Group
242,2022-04-24,Ransomware,High,Education,India,20.5937,78.9629,54 hours,"170,002 records",AI-based Detection,$57.52M,Unknown
243,2019-11-09,DDoS,High,Government,Japan,36.2048,138.2529,67 hours,"491,269 records",Firewall,$74.65M,Nation-state
244,2019-10-10,Phishing,High,Banking,China,35.8617,104.1954,37 hours,"341,100 records",Firewall,$49.14M,Insider
245,2018-01-17,DDoS,Medium,Government,India,20.5937,78.9629,72 hours,"446,170 records",VPN,$36.04M,Insider
246,2015-06-29,Malware,Medium,Telecommunications,India,20.5937,78.9629,22 hours,"28,398 records",Encryption,$14.09M,Insider
247,2017-07-22,Ransomware,High,Telecommunications,France,46.2276,2.2137,53 hours,"180,698 records",Encryption,$66.36M,Hacker Group
248,2017-05-25,Malware,Low,Healthcare,Germany,51.1657,10.4515,44 hours,"676,384 records",VPN,$8.53M,Unknown
249,2015-10-17,Ransomware,High,Healthcare,Brazil,-14.235,-51.9253,64 hours,"961,557 records",Firewall,$61.91M,Insider
250,2020-01-22,Phishing,High,Education,Japan,36.2048,138.2529,25 hours,"345,334 records",Antivirus,$54.47M,Hacker Group
251,2024-09-15,Phishing,Critical,Education,Russia,61.524,105.3188,8 hours,"263,407 records",Antivirus,$87.88M,Nation-state
252,2017-05-29,Phishing,Critical,IT,Russia,61.524,105.3188,32 hours,"791,350 records",Antivirus,$89.22M,Nation-state
253,2022-03-23,Ransomware,High,Telecommunications,China,35.8617,104.1954,49 hours,"591,819 records",Antivirus,$64.92M,Unknown
254,2016-10-16,SQL Injection,Low,IT,UK,55.3781,-3.436,30 hours,"186,612 records",Antivirus,$6.59M,Unknown
255,2018-07-06,Ransomware,High,Retail,Japan,36.2048,138.2529,26 hours,"187,730 records",AI-based Detection,$48.00M,Nation-state
256,2015-05-17,SQL Injection,Critical,IT,France,46.2276,2.2137,69 hours,"6,456 records",Firewall,$87.78M,Hacker Group
257,2020-09-25,Malware,Medium,Banking,Japan,36.2048,138.2529,56 hours,"762,662 records",Firewall,$15.73M,Hacker Group
258,2015-07-21,Phishing,Medium,IT,UK,55.3781,-3.436,29 hours,"256,396 records",Encryption,$30.26M,Hacker Group
259,2021-04-06,SQL Injection,High,Healthcare,Brazil,-14.235,-51.9253,29 hours,"437,634 records",AI-based Detection,$54.59M,Unknown
260,2015-09-05,Malware,High,Healthcare,Russia,61.524,105.3188,53 hours,"80,855 records",AI-based Detection,$63.09M,Nation-state
261,2016-11-25,Phishing,High,Retail,India,20.5937,78.9629,71 hours,"967,614 records",AI-based Detection,$59.36M,Nation-state
262,2020-06-16,Ransomware,Critical,IT,Japan,36.2048,138.2529,4 hours,"934,400 records",VPN,$79.52M,Unknown
263,2023-11-25,Man-in-the-Middle,Critical,Telecommunications,Germany,51.1657,10.4515,22 hours,"547,719 records",AI-based Detection,$87.83M,Unknown
264,2016-07-13,Malware,Critical,Healthcare,China,35.8617,104.1954,26 hours,"808,984 records",Firewall,$96.63M,Unknown
265,2023-08-23,Ransomware,High,Banking,Japan,36.2048,138.2529,48 hours,"261,038 records",Encryption,$52.86M,Nation-state
266,2024-03-04,Phishing,Low,Education,China,35.8617,104.1954,49 hours,"841,054 records",Antivirus,$4.01M,Insider
267,2019-02-27,Ransomware,High,IT,China,35.8617,104.1954,67 hours,"175,038 records",VPN,$68.02M,Hacker Group
268,2022-03-10,Phishing,High,Retail,Russia,61.524,105.3188,53 hours,"774,613 records",Encryption,$67.17M,Hacker Group
269,2021-11-11,Phishing,Medium,Healthcare,Japan,36.2048,138.2529,49 hours,"558,357 records",VPN,$37.45M,Hacker Group
270,2017-04-14,Phishing,Medium,Retail,India,20.5937,78.9629,14 hours,"620,056 records",Firewall,$36.78M,Nation-state
271,2018-01-10,Malware,High,Healthcare,Russia,61.524,105.3188,56 hours,"90,640 records",Encryption,$40.66M,Unknown
272,2022-11-09,Ransomware,Critical,Retail,Russia,61.524,105.3188,3 hours,"449,596 records",AI-based Detection,$76.93M,Unknown
273,2020-10-28,Ransomware,High,Healthcare,Australia,-25.2744,133.7751,40 hours,"207,842 records",Antivirus,$58.91M,Nation-state
274,2017-05-26,Phishing,Critical,Retail,Germany,51.1657,10.4515,53 hours,"908,249 records",AI-based Detection,$93.60M,Nation-state
275,2017-05-09,Phishing,High,Healthcare,Japan,36.2048,138.2529,63 hours,"470,895 records",Encryption,$47.39M,Nation-state
276,2017-06-02,Malware,Low,Education,France,46.2276,2.2137,31 hours,"342,049 records",AI-based Detection,$3.21M,Nation-state
277,2018-11-22,Phishing,Critical,Banking,Brazil,-14.235,-51.9253,55 hours,"316,891 records",Antivirus,$98.75M,Hacker Group
278,2019-04-17,Man-in-the-Middle,Medium,Education,India,20.5937,78.9629,16 hours,"633,466 records",AI-based Detection,$27.45M,Unknown
279,2023-07-11,Malware,Medium,Telecommunications,USA,38.9637,-95.7129,43 hours,"123,866 records",Firewall,$23.98M,Nation-state
280,2017-11-15,DDoS,Critical,Telecommunications,France,46.2276,2.2137,44 hours,"305,905 records",Encryption,$79.93M,Unknown
281,2023-04-06,SQL Injection,Low,Telecommunications,Russia,61.524,105.3188,34 hours,"702,942 records",AI-based Detection,$3.66M,Nation-state
282,2016-10-11,Man-in-the-Middle,High,Retail,Brazil,-14.235,-51.9253,34 hours,"11,339 records",AI-based Detection,$72.78M,Hacker Group
283,2017-06-11,SQL Injection,High,Banking,UK,55.3781,-3.436,69 hours,"8,385 records",AI-based Detection,$73.88M,Nation-state
284,2024-06-18,Ransomware,High,Banking,Russia,61.524,105.3188,48 hours,"21,810 records",VPN,$52.80M,Insider
285,2018-10-04,Man-in-the-Middle,Critical,Healthcare,India,20.5937,78.9629,7 hours,"7,347 records",AI-based Detection,$94.60M,Insider
286,2021-11-17,SQL Injection,Low,Education,Germany,51.1657,10.4515,58 hours,"61,463 records",Antivirus,$1.62M,Hacker Group
287,2020-10-01,DDoS,Low,Healthcare,Russia,61.524,105.3188,69 hours,"683,572 records",Antivirus,$0.82M,Insider
288,2015-02-12,Malware,Critical,Healthcare,Germany,51.1657,10.4515,43 hours,"654,633 records",Antivirus,$90.91M,Nation-state
289,2021-03-10,DDoS,Medium,Banking,Japan,36.2048,138.2529,67 hours,"311,274 records",Encryption,$32.84M,Hacker Group
290,2017-05-01,Malware,High,Education,Russia,61.524,105.3188,3 hours,"185,208 records",Firewall,$63.33M,Unknown
291,2022-11-27,Man-in-the-Middle,Medium,Healthcare,Russia,61.524,105.3188,10 hours,"182,378 records",AI-based Detection,$27.82M,Insider
292,2016-10-02,Phishing,Low,IT,China,35.8617,104.1954,31 hours,"800,480 records",VPN,$7.73M,Unknown
293,2019-11-04,DDoS,High,Banking,India,20.5937,78.9629,68 hours,"147,761 records",AI-based Detection,$46.98M,Unknown
294,2024-08-05,Ransomware,Critical,Banking,Russia,61.524,105.3188,60 hours,"923,911 records",Firewall,$80.11M,Insider
295,2024-05-28,Ransomware,Medium,Education,Germany,51.1657,10.4515,31 hours,"418,893 records",Firewall,$11.81M,Insider
296,2016-04-25,Ransomware,Medium,Education,Germany,51.1657,10.4515,1 hours,"914,593 records",AI-based Detection,$15.09M,Unknown
297,2015-10-21,SQL Injection,Medium,Banking,Japan,36.2048,138.2529,69 hours,"344,789 records",AI-based Detection,$20.69M,Unknown
298,2019-08-13,DDoS,Medium,Telecommunications,India,20.5937,78.9629,7 hours,"116,906 records",VPN,$36.86M,Insider
299,2019-07-08,Phishing,Medium,Education,Australia,-25.2744,133.7751,16 hours,"812,343 records",Antivirus,$10.87M,Insider
300,2017-01-23,Malware,Medium,IT,China,35.8617,104.1954,36 hours,"346,390 records",Firewall,$18.17M,Hacker Group
301,2018-08-25,Phishing,Medium,IT,Brazil,-14.235,-51.9253,43 hours,"30,925 records",Encryption,$13.89M,Insider
302,2017-02-05,DDoS,Medium,Government,UK,55.3781,-3.436,57 hours,"663,812 records",Antivirus,$15.63M,Nation-state
303,2020-05-21,Man-in-the-Middle,Medium,Government,Brazil,-14.235,-51.9253,47 hours,"220,978 records",VPN,$32.72M,Nation-state
304,2021-08-19,DDoS,Critical,Banking,UK,55.3781,-3.436,31 hours,"100,486 records",Firewall,$97.03M,Nation-state
305,2023-09-10,SQL Injection,Critical,Education,Russia,61.524,105.3188,70 hours,"195,733 records",Antivirus,$75.63M,Nation-state
306,2023-01-27,Man-in-the-Middle,High,Healthcare,Japan,36.2048,138.2529,41 hours,"707,978 records",VPN,$64.21M,Nation-state
307,2018-08-05,Phishing,Critical,Healthcare,Brazil,-14.235,-51.9253,66 hours,"456,432 records",Antivirus,$99.14M,Insider
308,2016-11-15,Man-in-the-Middle,Critical,IT,Brazil,-14.235,-51.9253,52 hours,"37,230 records",AI-based Detection,$75.51M,Unknown
309,2015-06-23,DDoS,Medium,Government,UK,55.3781,-3.436,28 hours,"890,414 records",AI-based Detection,$11.68M,Nation-state
310,2021-07-03,Malware,Medium,IT,France,46.2276,2.2137,5 hours,"440,358 records",Antivirus,$33.84M,Nation-state
311,2022-06-28,Malware,Medium,Healthcare,India,20.5937,78.9629,36 hours,"400,752 records",Antivirus,$38.89M,Insider
312,2018-09-15,Phishing,Critical,Banking,France,46.2276,2.2137,63 hours,"134,364 records",Antivirus,$89.77M,Nation-state
313,2017-07-22,DDoS,Medium,Telecommunications,Germany,51.1657,10.4515,62 hours,"406,483 records",Antivirus,$15.01M,Insider
314,2018-06-06,SQL Injection,Critical,IT,Brazil,-14.235,-51.9253,30 hours,"661,583 records",Encryption,$98.38M,Insider
315,2015-10-18,SQL Injection,Medium,Education,Russia,61.524,105.3188,34 hours,"642,834 records",Antivirus,$23.49M,Unknown
316,2017-08-14,Ransomware,Low,IT,Brazil,-14.235,-51.9253,44 hours,"493,087 records",Encryption,$9.43M,Hacker Group
317,2021-10-13,Man-in-the-Middle,Critical,IT,Brazil,-14.235,-51.9253,32 hours,"966,570 records",Antivirus,$97.37M,Nation-state
318,2022-04-23,Phishing,High,Telecommunications,Russia,61.524,105.3188,8 hours,"687,383 records",VPN,$73.26M,Nation-state
319,2020-01-30,Phishing,Critical,Retail,Germany,51.1657,10.4515,19 hours,"733,304 records",VPN,$78.84M,Unknown
320,2023-08-25,Ransomware,Low,Telecommunications,India,20.5937,78.9629,14 hours,"661,681 records",AI-based Detection,$3.51M,Hacker Group
321,2020-12-02,SQL Injection,Medium,IT,France,46.2276,2.2137,57 hours,"644,538 records",Antivirus,$25.32M,Unknown
322,2015-10-21,Phishing,High,Banking,Germany,51.1657,10.4515,15 hours,"861,637 records",VPN,$58.78M,Unknown
323,2016-08-09,SQL Injection,High,Telecommunications,Brazil,-14.235,-51.9253,37 hours,"393,189 records",Antivirus,$73.76M,Unknown
324,2022-01-13,SQL Injection,Medium,Healthcare,France,46.2276,2.2137,47 hours,"999,545 records",Encryption,$27.06M,Hacker Group
325,2021-07-09,SQL Injection,Critical,IT,UK,55.3781,-3.436,61 hours,"935,572 records",Encryption,$77.82M,Hacker Group
326,2016-01-26,Ransomware,High,IT,France,46.2276,2.2137,21 hours,"724,608 records",Antivirus,$55.99M,Hacker Group
327,2024-12-27,DDoS,High,Banking,Brazil,-14.235,-51.9253,30 hours,"750,979 records",AI-based Detection,$55.73M,Unknown
328,2017-10-27,Malware,Low,Telecommunications,India,20.5937,78.9629,42 hours,"552,358 records",AI-based Detection,$7.44M,Nation-state
329,2019-04-04,Phishing,Medium,Banking,Australia,-25.2744,133.7751,9 hours,"902,654 records",Antivirus,$37.07M,Insider
330,2022-03-16,Ransomware,Critical,Healthcare,UK,55.3781,-3.436,27 hours,"413,293 records",Antivirus,$75.67M,Hacker Group
331,2024-11-25,Malware,High,Retail,India,20.5937,78.9629,58 hours,"114,357 records",AI-based Detection,$56.19M,Insider
332,2018-10-09,Malware,High,Government,USA,38.9637,-95.7129,40 hours,"363,432 records",AI-based Detection,$70.53M,Hacker Group
333,2016-06-25,SQL Injection,High,Telecommunications,Japan,36.2048,138.2529,54 hours,"304,618 records",Antivirus,$63.77M,Unknown
334,2022-03-26,SQL Injection,Medium,IT,India,20.5937,78.9629,37 hours,"153,154 records",VPN,$32.73M,Hacker Group
335,2022-12-14,Malware,Medium,Banking,China,35.8617,104.1954,66 hours,"741,153 records",Encryption,$21.87M,Insider
336,2024-04-16,Man-in-the-Middle,High,Healthcare,Japan,36.2048,138.2529,19 hours,"261,230 records",VPN,$72.08M,Insider
337,2023-01-18,SQL Injection,High,Telecommunications,UK,55.3781,-3.436,18 hours,"688,014 records",Encryption,$53.82M,Unknown
338,2018-10-16,DDoS,Low,Education,Australia,-25.2744,133.7751,68 hours,"45,027 records",Antivirus,$3.30M,Unknown
339,2021-03-26,Malware,Medium,Banking,Australia,-25.2744,133.7751,62 hours,"689,681 records",AI-based Detection,$13.99M,Nation-state
340,2024-09-10,Malware,Critical,Government,Germany,51.1657,10.4515,39 hours,"702,688 records",Antivirus,$93.49M,Hacker Group
341,2016-12-06,Man-in-the-Middle,Critical,Banking,China,35.8617,104.1954,19 hours,"86,038 records",Encryption,$97.28M,Insider
342,2015-03-02,Malware,Medium,Education,Japan,36.2048,138.2529,66 hours,"899,381 records",Firewall,$17.19M,Insider
343,2023-04-01,Malware,High,IT,India,20.5937,78.9629,34 hours,"157,667 records",VPN,$54.21M,Insider
344,2021-09-17,Malware,High,Government,UK,55.3781,-3.436,25 hours,"643,714 records",VPN,$64.28M,Nation-state
345,2023-01-05,Ransomware,High,Education,USA,38.9637,-95.7129,7 hours,"3,607 records",AI-based Detection,$71.31M,Insider
346,2017-07-24,Phishing,High,Banking,UK,55.3781,-3.436,2 hours,"259,706 records",Antivirus,$52.31M,Hacker Group
347,2021-07-03,Man-in-the-Middle,High,Retail,India,20.5937,78.9629,72 hours,"698,921 records",Firewall,$40.94M,Insider
348,2024-07-20,Ransomware,Medium,Government,Brazil,-14.235,-51.9253,22 hours,"482,574 records",Firewall,$32.21M,Nation-state
349,2017-06-14,DDoS,Medium,IT,France,46.2276,2.2137,48 hours,"618,269 records",VPN,$20.44M,Nation-state
350,2016-06-16,Ransomware,High,Government,Russia,61.524,105.3188,7 hours,"854,961 records",AI-based Detection,$59.66M,Unknown
351,2019-06-04,SQL Injection,High,Education,Brazil,-14.235,-51.9253,41 hours,"595,157 records",Encryption,$56.33M,Unknown
352,2016-08-09,SQL Injection,Low,Government,France,46.2276,2.2137,54 hours,"813,706 records",VPN,$2.24M,Hacker Group
353,2018-08-02,DDoS,Critical,Telecommunications,Brazil,-14.235,-51.9253,46 hours,"322,527 records",Firewall,$82.05M,Nation-state
354,2024-08-10,DDoS,Medium,Healthcare,China,35.8617,104.1954,34 hours,"557,016 records",Firewall,$11.92M,Unknown
355,2017-02-17,DDoS,High,Healthcare,UK,55.3781,-3.436,15 hours,"966,668 records",AI-based Detection,$54.83M,Hacker Group
356,2020-03-22,SQL Injection,Medium,Retail,France,46.2276,2.2137,44 hours,"813,165 records",Antivirus,$36.17M,Nation-state
357,2018-03-06,SQL Injection,Critical,Government,France,46.2276,2.2137,67 hours,"400,807 records",Firewall,$80.06M,Unknown
358,2023-05-21,Man-in-the-Middle,High,Retail,Brazil,-14.235,-51.9253,26 hours,"549,300 records",Antivirus,$74.85M,Hacker Group
359,2021-06-28,Ransomware,High,Government,Brazil,-14.235,-51.9253,49 hours,"956,893 records",Antivirus,$74.01M,Unknown
360,2015-11-13,SQL Injection,High,Government,India,20.5937,78.9629,57 hours,"245,370 records",AI-based Detection,$46.20M,Insider
361,2017-08-27,Malware,Low,IT,Brazil,-14.235,-51.9253,4 hours,"912,731 records",Firewall,$9.59M,Nation-state
362,2017-06-02,Malware,Critical,Telecommunications,USA,38.9637,-95.7129,5 hours,"362,085 records",VPN,$81.19M,Insider
363,2022-03-15,SQL Injection,High,Telecommunications,Germany,51.1657,10.4515,44 hours,"862,664 records",Firewall,$42.80M,Hacker Group
364,2015-04-27,Ransomware,Medium,Telecommunications,China,35.8617,104.1954,51 hours,"313,384 records",Antivirus,$32.65M,Insider
365,2018-04-28,Malware,Medium,Banking,Russia,61.524,105.3188,27 hours,"593,009 records",Firewall,$17.99M,Unknown
366,2023-01-28,SQL Injection,Medium,Banking,Germany,51.1657,10.4515,36 hours,"933,754 records",Firewall,$30.68M,Insider
367,2015-04-15,DDoS,Critical,Government,Japan,36.2048,138.2529,44 hours,"55,055 records",VPN,$82.12M,Hacker Group
368,2020-12-19,SQL Injection,Critical,Education,France,46.2276,2.2137,10 hours,"481,180 records",AI-based Detection,$94.63M,Hacker Group
369,2020-06-20,Man-in-the-Middle,High,Banking,Russia,61.524,105.3188,66 hours,"110,260 records",VPN,$54.03M,Unknown
370,2020-03-03,DDoS,Medium,Government,USA,38.9637,-95.7129,69 hours,"741,592 records",VPN,$10.54M,Insider
371,2020-09-28,Phishing,Medium,Education,Russia,61.524,105.3188,5 hours,"928,026 records",VPN,$34.41M,Unknown
372,2018-11-13,SQL Injection,Critical,Education,Germany,51.1657,10.4515,52 hours,"399,014 records",Firewall,$84.27M,Nation-state
373,2018-11-23,Ransomware,Medium,Retail,China,35.8617,104.1954,42 hours,"42,831 records",Antivirus,$35.08M,Hacker Group
